song,artist,cluster
Just Can’t Get Enough,Black Eyed Peas,4
Raise Your Glass,P!nk,1
F**kin' Perfect,P!nk,1
Look At Me Now (feat. Lil' Wayne & Busta Rhymes),"Chris Brown, Lil Wayne, Busta Rhymes",4
Down On Me,"Jeremih, 50 Cent",1
Someone Like You,Adele,3
Good Life,OneRepublic,1
The Edge Of Glory,Lady Gaga,1
The Show Goes On,Lupe Fiasco,1
Tonight Tonight,Hot Chelle Rae,1
The Time (Dirty Bit),Black Eyed Peas,0
6 Foot 7 Foot - Edited Version,"Lil Wayne, Cory Gunz",1
No Hands (feat. Roscoe Dash and Wale),"Waka Flocka Flame, Roscoe Dash, Wale",1
Jar of Hearts,Christina Perri,3
Bottoms Up (feat. Nicki Minaj),"Trey Songz, Nicki Minaj",1
What Goes Around.../...Comes Around (Interlude),Justin Timberlake,1
Back To Black,Amy Winehouse,1
Don't Matter,Akon,1
Shut Up And Drive,Rihanna,1
I Got It From My Mama,will.i.am,1
Glamorous,"Fergie, Ludacris",4
Heartlines,Florence + The Machine,0
Born To Die,Lana Del Rey,0
Lust for Life (with The Weeknd),"Lana Del Rey, The Weeknd",3
Pon de Replay,Rihanna,1
It's Time,Imagine Dragons,1
5 fine frøkner,Gabrielle,0
Bad (feat. Vassy) - Radio Edit,"David Guetta, Showtek, VASSY",0
Berghain 2016,Mikkel Øwre,1
I Wanna Fuck You,"Snoop Dogg, Akon",1
Forever Young,Alphaville,3
Borders,M.I.A.,1
Riippumatto,Mikael Gabriel,1
The Cure,Lady Gaga,1
Starstruck,"Lady Gaga, Space Cowboy, Flo Rida",0
"Eh, Eh (Nothing Else I Can Say)",Lady Gaga,0
"Beautiful, Dirty, Rich",Lady Gaga,1
LoveGame,Lady Gaga,0
Just Dance,"Lady Gaga, Colby O'Donis",0
Telephone,"Lady Gaga, Beyoncé",1
Dance In The Dark,Lady Gaga,0
Alejandro,Lady Gaga,0
Bad Romance,Lady Gaga,1
You And I,Lady Gaga,1
Judas,Lady Gaga,0
Born This Way,Lady Gaga,1
Marry The Night,Lady Gaga,1
Do What U Want,"Lady Gaga, R. Kelly",1
Applause,Lady Gaga,0
4 Minutes (feat. Justin Timberlake & Timbaland),"Madonna, Justin Timberlake, Timbaland",1
Like a Virgin,Madonna,0
Believe,Cher,1
The Best,Tina Turner,1
Eat Sleep Rave Repeat - Calvin Harris Remix Edit,"Fatboy Slim, Riva Starr, Beardyman",1
Ass Like That,Eminem,4
Ghost,Ella Henderson,1
Wasted - Ummet Ozcan Remix,"Tiësto, Matthew Koma, Ummet Ozcan",0
Cheerleader (Felix Jaehn Remix) - Radio Edit,"OMI, Felix Jaehn",1
Sun Goes Down (feat. Jasmine Thompson) - Radio Mix,"Robin Schulz, Jasmine Thompson",1
Red Lights,Tiësto,1
Heroes (we could be),Alesso,1
"Love Me Like You Do - From ""Fifty Shades Of Grey""",Ellie Goulding,3
Shapeshifter,Ronya,0
Whip It,Nicki Minaj,1
This Love,Maroon 5,0
My Only Wish (This Year),Britney Spears,1
Out from Under,Britney Spears,3
Everything at Once,Lenka,1
Can't Be Tamed,Miley Cyrus,1
Love On Top,Beyoncé,1
Halo,Beyoncé,0
Say My Name,Destiny's Child,0
Bootylicious,Destiny's Child,4
Hiton pelkuri,Antti Tuisku,3
Wrecking Ball - Smithee Edit,Wreck,1
Emperor's Dawn - 2009 Edit,Waldo's People,1
Lose Control - Radio Edit,Waldo's People,1
Back Again - Radio edit,Waldo's People,0
The Logical Song - Radio Edit [Remastered],Scooter,0
Sata salamaa (Vain elämää kausi 4),Antti Tuisku,1
Come on and Do It - Rhythm Takes Control Mix,"Pandora, K-Slim, T.O.E.C.",0
Come on and Do It,"Pandora, K-Slim",1
Macarena,"The 90's Generation, 90s allstars, 90s Maniacs",1
What Is Love,"The 90's Generation, 90s allstars, 90s Maniacs",0
Teeny Weeny String Bikini,Gunther & the Sunshine Girls,1
Ding Dong Song - Radio Edit,Gunther & the Sunshine Girls,0
Promises,Wiz Khalifa,0
Put Your Hands Up In The Air,ItaloBrothers,4
The Moon,ItaloBrothers,0
Upside Down,ItaloBrothers,1
Radio Hardcore,ItaloBrothers,0
Love Is On Fire,ItaloBrothers,0
Stamp On The Ground - Caramba Traxx Remix,ItaloBrothers,0
Sledgehammer,Fifth Harmony,1
Mammanpoika,Aste,1
Habiturientti,Adi L Hasla,0
Common Denominator - iTunes Bonus,Justin Bieber,1
Children of the Sun (feat. John Martin),"Tinie Tempah, John Martin",1
Trumpets,Jason Derulo,1
Jää Mun Luo,Jonihey,4
Right in Front of You,ABREU,1
Heihei,TIPPA,1
Stole the Show,"Kygo, Parson James",4
Raging (feat. Kodaline),"Kygo, Kodaline",0
Boom Clap,Charli XCX,1
Stolen Dance,Milky Chance,3
There for You,"Martin Garrix, Troye Sivan",0
After the Afterparty (feat. Lil Yachty),"Charli XCX, Lil Yachty",1
99 Problems,JAY-Z,0
Father Stretch My Hands Pt. 1,Kanye West,1
Gold Digger,"Kanye West, Jamie Foxx",4
Ei pystyny hengittää,Vesala,0
Tequila,Vesala,0
Älä droppaa mun tunnelmaa,Vesala,1
Sinuun minä jään,Vesala,3
Polte (Vain elämää kausi 5),Chisu,1
Yksinäisen keijun tarina,Chisu,3
Sama nainen,Chisu,3
Sabotage,Chisu,3
Kolmas pyörä,Chisu,0
Baden-Baden,Chisu,1
Tuu mua vastaan,Chisu,3
Frankenstein,Chisu,1
Ihana,Chisu,1
Kohtalon oma,Chisu,2
Kolmas pyörä,Chisu,0
Supersankari,Laura Närhi,1
Olet mulle se,Laura Närhi,1
Hetken tie on kevyt,Laura Närhi,3
Tuhlari - Original mix,Laura Närhi,1
Siskoni - feat. Erin,"Laura Närhi, Erin",3
Tämä on totta,Laura Närhi,0
"En mitään, en ketään",Laura Närhi,3
Turvasana,Jenni Vartiainen,0
Minä sinua vaan,Jenni Vartiainen,3
Missä muruseni on,Jenni Vartiainen,3
Eden,Jenni Vartiainen,0
Missä muruseni on,Jenni Vartiainen,3
Duran Duran,Jenni Vartiainen,0
Minä sinua vaan,Jenni Vartiainen,3
Eden,Jenni Vartiainen,0
Suru on kunniavieras,Jenni Vartiainen,0
En haluu kuolla tänä yönä,Jenni Vartiainen,1
Junat ja naiset,Jenni Vartiainen,0
Minä ja hän,Jenni Vartiainen,0
Selvästi päihtynyt,Jenni Vartiainen,0
Nettiin,Jenni Vartiainen,1
Sä et oo enää mun,Erin,3
Pimeä onni - Sugared,"Jippu, Samuli Edelmann",3
Kuivilla susta,Kristiina Brask,0
Korttitalo - Time,Kristiina Brask,0
Ei yksinäinen unta saa,Neon 2,3
2U (feat. Justin Bieber),"David Guetta, Justin Bieber",0
Ei nyt,Pete Parkkonen,0
En Mielestäin Sua Saa - Vain Elämää Kausi 6,Robin,0
Party on the West Coast (feat. Snoop Dogg),"Matoma, Faith Evans, The Notorious B.I.G., Snoop Dogg",0
Mä En Haluu Tietää,Gabriel Lion,0
Reminding Me,"Shawn Hook, Vanessa Hudgens",0
Miks Ei - Vain Elämää Kausi 6,Nikke Ankara,1
Congratulations,"Post Malone, Quavo",1
(You Drive Me) Crazy,Britney Spears,0
Soda Pop,Britney Spears,1
I Will Be There,Britney Spears,1
Thinkin' About You,Britney Spears,1
Hard To Forget Ya,Britney Spears,1
What You Need,Britney Spears,4
Aamun Kuiskaus,Stella,0
Piste.,Stella,1
Häävalssi,Stella,3
Korkokengät,Stella,0
Lumottu,Stella,1
crushcrushcrush,Paramore,0
Snow (Hey Oh),Red Hot Chili Peppers,1
Californication,Red Hot Chili Peppers,0
Under the Bridge,Red Hot Chili Peppers,3
This Is The Life,Amy Macdonald,0
Ordinary World,Duran Duran,0
Hungry Like the Wolf - 2009 Remaster,Duran Duran,1
Thnks fr th Mmrs,Fall Out Boy,0
Africa,TOTO,3
Summer Of '69,Bryan Adams,1
Sweet Dreams (Are Made of This) - Remastered,"Eurythmics, Annie Lennox, Dave Stewart",0
Scream,Michael Jackson,1
Blue (Da Ba Dee),Eiffel 65,0
Don't Turn Around,Ace of Base,0
All Around The World [ Feat. Collagen Girl ],Collagen Girl,1
Dynamite - Radio Version,Beats And Styles,0
Put Your Lights On (feat. Everlast),"Santana, Everlast",1
Dragostea Din Tei - Original Romanian Version,O-Zone,1
What Goes Around.../...Comes Around (Interlude),Justin Timberlake,1
Lovers on the Sun (feat. Sam Martin),"David Guetta, Sam Martin",0
Break Me Shake Me,Savage Garden,1
Kun Tänään Lähden,Suurlähettiläät,1
Fairytale Gone Bad (Radio version),Sunrise Avenue,0
Welcome To My Life,Sunrise Avenue,1
You Can Never Be Ready,Sunrise Avenue,0
Lifesaver,Sunrise Avenue,1
I Don't Dance,Sunrise Avenue,0
Forever Yours - Single Mix,Sunrise Avenue,1
Here Without You,"3 Doors Down, Jack Joseph Puig",0
Avaimet mun kiesiin - Radio Edit,Cheek,4
Don't Stop Believin',Journey,1
Todella kaunis,Zen Cafe,1
Venus,Bananarama,2
Mikan Faijan BMW,Anssi Kela,1
Beautiful Life,Ace of Base,0
Gettin' Jiggy Wit It,Will Smith,1
Heal the World,Michael Jackson,3
I Want You Back - Radio Edit,*NSYNC,0
The Winner Takes It All,ABBA,1
Dancing Queen,ABBA,1
Gimme! Gimme! Gimme! (A Man After Midnight),ABBA,1
Mamma Mia,ABBA,1
Take A Chance On Me,ABBA,1
Waterloo,ABBA,1
Be My Lover,La Bouche,0
Jos sulla on toinen,Taikapeili,0
En mielestäin sua saa,Laura Voutilainen,1
When You Say Nothing At All,Boyzone,3
Rock Your Body,Justin Timberlake,0
Left Outside Alone,Anastacia,0
Pump It,Black Eyed Peas,0
You're Beautiful,James Blunt,3
Bad Day,Daniel Powter,1
Temptation - feat. Rebecca,Arash,0
Tokyo - Radio Version,Danny Saucedo,0
Untitled (How Could This Happen to Me?),Simple Plan,3
Numb,Linkin Park,1
Mercy,Duffy,1
Only Love Can Hurt Like This,Paloma Faith,1
Upside Down,Paloma Faith,0
New York - Radio Edit,Paloma Faith,1
S.O.S.,Ola,1
DJ Got Us Fallin' In Love,"Usher, Pitbull",0
Habbo Club 2015,"TIX, The Pøssy Project",1
Pinne for Sverige,Freddy Kalas,0
Monaco 2016,"TIX, The Pøssy Project",4
Magnum 2016,Kuselofte,0
Angels Crying,E-Type,0
Baby Baby,Corona,1
Bailando,Paradisio,1
Better Off Alone,Alice DJ,2
Brother Louie '98 - New Version,Modern Talking,0
"Boom, Boom, Boom, Boom!!",Vengaboys,2
Club Bizarre,U96,0
Ecuador,"Sash!, Olly James",2
Every time we touch,Cascada,1
Feel the Beat,Darude,2
Fred Come to Bed,E-Rotic,1
How Much Is The Fish?,Scooter,0
Mirror Mirror,Solid Base,0
Vamos A La Playa - Video Edit,Miranda,0
"What Is Love - 7"" Mix",Haddaway,0
Teeny Weeny String Bikini,Gunther & the Sunshine Girls,1
Ding Dong Song - Radio Edit,Gunther & the Sunshine Girls,0
Pelimies,"Martti Vainaa, Sallitut Aineet",0
Helsinki City Boy,Teuvo Loman,1
Sandstorm,Darude,2
Axel F,Crazy Frog,2
Popcorn,Crazy Frog,2
"Maya Hi, Maya Hu",Crazy Frog,1
I Like To Move It,Crazy Frog,0
How Do You Do ?,Crazy Frog,0
Everyone,Crazy Frog,0
Daddy DJ - Crazy Frog Video Mix,Crazy Frog,1
No Limit,Crazy Frog,2
Everytime We Touch,Crazy Frog,1
Blue,Crazy Frog,1
Who Let the Frog Out,Crazy Frog,1
The Final Countdown,Crazy Frog,0
We Are the Champions (Ding a Dang Dong) - Radio Edit,Crazy Frog,1
The Bad Touch,Bloodhound Gang,0
Scatman (Ski-Ba-Bop-Ba-Dop-Bop) - Basic Radio,Scatman John,0
We like to Party! (The Vengabus),Vengaboys,2
Call On Me - Radio Edit,Eric Prydz,4
Romeo Ja Julia - Original Mix,Movetron,1
Nyt on jatkot,"Movetron, Poju",1
Ei kenenkään maa - Original Mix,Movetron,1
Älä unohda minua...,Movetron,0
Yksin Sateeseen,Hausmylly,0
Ikävä lokakuu,Hausmylly,0
Roses Are Red - Original Version,Aqua,0
Glamorous,"Fergie, Ludacris",4
Lonely,Akon,3
Shala-la-la,Pikku G,4
Macarena,Los Del Rio,0
Run It! (feat. Juelz Santana),"Chris Brown, Juelz Santana",0
Like Toy Soldiers,Eminem,4
All About Us,t.A.T.u.,0
Gonna Make You Sweat (Everybody Dance Now) (feat. Freedom Williams),"C & C Music Factory, Freedom Williams",1
Don't You Know,"Pandora, M-Fuse, St James",0
U Can't Touch This,MC Hammer,0
Erittäin hyvä (ellei täydellinen),Mascara,0
Fire,Scooter,1
Ecuador (feat. Rodriguez) - Original Extended,"Sash!, Rodriguez",2
Tinakenkätyttö,Kaija Koo,0
Summer Is Crazy,Alexia,1
Kyyneleet,Tiktak,0
Leikit vain,Tiktak,1
Paha sana,Tiktak,0
Lopeta - Original Mix,Tiktak,1
Heilutaan,Tiktak,1
Lähdetään tänään,Tiktak,1
Minne Vaan,Tiktak,0
Sankaritar,Tiktak,1
Häiritsen sinua,Tiktak,1
Lentoon,Tiktak,1
Tuuleksi taivaanrantaan,Tiktak,1
Totuutta ja tehtävää,Maija Vilkkumaa,1
Kusipää,Maija Vilkkumaa,0
Kesä,Maija Vilkkumaa,1
Oo siellä jossain mun,PMMP,1
Joku raja - Radio edit,PMMP,2
Kesäkaverit,PMMP,1
A Thousand Miles - Single Version,Vanessa Carlton,1
Yeah!,"Usher, Lil Jon, Ludacris",1
No One,Alicia Keys,0
Survivor,Destiny's Child,4
Love The Way You Lie,"Eminem, Rihanna",1
Lollipop,"Lil Wayne, Static Major",1
Call Me When You're Sober,Evanescence,1
Who Knew,P!nk,1
In the Shadows,The Rasmus,1
First Day of My Life,The Rasmus,0
Livin' in a World Without You,The Rasmus,0
Welcome To The City,Amy Diamond,0
I Know You Want Me (Calle Ocho),Pitbull,1
The Ketchup Song (Asereje) - Spanish Version,Las Ketchup,1
Wake Me up When September Ends,Green Day,1
Gasolina,Daddy Yankee,1
Paranoid (13),Pyhimys,4
Nyt,Pyhimys,0
0,Pyhimys,0
Silent Shadows - Mind Vortex Remix,"Don Diablo, Mind Vortex",2
Onxnenäälasit?,Petri Nygård,1
More Than Friends (feat. Daddy Yankee),"INNA, Daddy Yankee",1
That's My Jam,Shelco Garcia & Teenwolf,1
Virus (How About Now),"Martin Garrix, MOTi",2
Propaganda,DJ Snake,2
All I Do Is Fuckin Party - Original Mix,Halestone,0
Louder - Original Edit,"D-Block & S-te-Fan, Rebourne",0
Better Off,Hendersin,1
Only God Can Judge Me,2Pac,0
Check Yo Self - Remix,"Ice Cube, Das EFX",4
Make It a better day,"DJ DX, 2Pac",0
Deadheads,XS Project,2
Mist sä tuutPt. 2,JVG,0
Univerze - Radio Edit,"Rebourne, Wasted Penguinz",0
Rock The Party,"Jauz, Ephwurd",1
Mine - Getter Remix,"Kill The Noise, Bryn Christopher, Getter",4
God Complex - Edit,"Brennan Heart, Zatox",1
Bohemian Rhapsody - Remastered 2011,Queen,3
Good Life,"Kanye West, T-Pain",4
Nautin elämästä,Marilii,0
Round Here,Machine Gun Kelly,1
Eddie Cane,Machine Gun Kelly,4
Mul Oli Ikävä Mua,Juulia,1
Cold Blood (feat. Jeffrey James),"Tungevaag, Raaban, Jeffrey James",0
Two High,Moon Taxi,0
High Without Your Love,Loote,1
If You Love Me (feat. Tunji Ige),"Julie Bergan, Tunji Ige",4
Just Fiction,Arrhult,1
Can I Have This Dance,"High School Musical Cast, Vanessa Hudgens, Zac Efron",1
"Right Here, Right Now","High School Musical Cast, Vanessa Hudgens, Zac Efron",1
Suru on kunniavieras,Jenni Vartiainen,0
Meillä on aikaa,Juha Tapio,1
Sinä ansaitset kultaa,Jari Sillanpää,0
You Are the Music in Me,"Troy, Gabriella",1
Sweet Home Alabama,"The Outlaws, Hughie Thomasson",1
Sano se mulle,Elias Kaskinen & Päivän Sankarit,1
Halla ja etelätuuli,Antti Railio,3
Beibi,Haloo Helsinki!,0
Siideripissis,Jukka Poika,1
Kylmästä lämpimään,Jukka Poika,0
Mielihyvää,Jukka Poika,0
Älä tyri nyt,Jukka Poika,1
Mitä silmät ei nää,Jukka Poika,0
Jäätelökesä,Jukka Poika,1
Lupaan olla,Nopsajalka,0
Onni on,Diandra,0
Sä et ole hullu,Janna,0
Anna Mä Puhallan,Janna,0
"Let It Go - From ""Frozen"" / Single Version",Demi Lovato,1
Mitä silmät ei nää,Juha Tapio,0
Perutaan häät,Anne Mattila,1
Ajetaan tandemilla,Freeman,1
Lempo,"Elastinen, Lauri Tähkä",0
Hyvää puuta,Vesa-Matti Loiri,3
Anna mulle tähtitaivas,Katri Helena,0
Rafaelin enkeli,Pekka Ruuska,0
Beibi,Haloo Helsinki!,0
Kuuma kesä,Popeda,0
Tinakenkätyttö,Kaija Koo,0
Anna soida,Elastinen,4
Yhtäccii,"Profeetat, Cheek, Elastinen",0
Sinuhe,"Profeetat, Cheek, Elastinen",0
Täytyy Jaksaa,"Elastinen, Sami Hedberg",0
Loppuviikko,"Elastinen, Uniikki, Timo Pieni Huijaus, Tasis, Spekti",0
Ovet paukkuu,Elastinen,0
Puhu äänellä jonka kuulen,Happoradio,3
Vadelmavene,Kasmir,0
Salil eka salil vika,Musta Barbaari,0
Satulinna,Jari Sillanpää,3
Kaikki Peliin - Originaali,Fintelligens,1
You Should Be Here,Cole Swindell,1
How Does A Moment Last Forever,Céline Dion,3
"How Far I'll Go - From ""Moana""",Alessia Cara,4
Selfish (feat. Rihanna),"Future, Rihanna",3
Not Going Home,"DVBBS, CMC$, Gia Koka",1
September Song,JP Cooper,0
Neljä Vuodenaikaa,Petri Nygård,0
Meidän biisi,Arttu Wiskari,1
Kumiankka,Herrat,1
Tempo,BESS,2
Sign of the Times,Harry Styles,1
Meininkei,SONNY,0
Nobody's Perfect,Hannah Montana,0
Nothing but a Heartbeat,Say Lou Lou,0
Nuori ja kaunis,"Anna Järvinen, Olavi Uusivirta",1
Problem,"Ariana Grande, Iggy Azalea",0
Neon Lights,Demi Lovato,1
BO$$,Fifth Harmony,1
I Love It (feat. Charli XCX),"Icona Pop, Charli XCX",1
Do It Like A Dude,Jessie J,1
Fly On The Wall,Miley Cyrus,0
Too Little Too Late,JoJo,0
Potential Breakup Song,Aly & AJ,0
Stupid Girls,P!nk,0
Miss Movin' On,Fifth Harmony,1
Umbrella,"Rihanna, JAY-Z",1
Hot N Cold,Katy Perry,1
Womanizer,Britney Spears,1
Fergalicious,"Fergie, will.i.am",4
Primadonna,MARINA,0
Blow,Kesha,0
Rich Girl,"Gwen Stefani, Eve",0
This Is Me,"Demi Lovato, Joe Jonas",1
We Are Never Ever Getting Back Together,Taylor Swift,1
Circus,Britney Spears,0
Take It Off,Kesha,0
Don't Stop The Music,Rihanna,0
Focus,Ariana Grande,4
London Bridge,Fergie,4
Waking Up In Vegas,Katy Perry,0
See You Again,Miley Cyrus,0
Dance Again,"Jennifer Lopez, Pitbull",0
It Was Always You,Maroon 5,1
Big Girls Don't Cry (Personal),Fergie,1
Blah Blah Blah,"Kesha, 3OH!3",1
My Prerogative,Britney Spears,0
I Knew You Were Trouble,Taylor Swift,1
Wish You Were Here,Avril Lavigne,0
Talk Dirty (feat. 2 Chainz),"Jason Derulo, 2 Chainz",4
Breaking Free,"Troy, Gabriella",0
Crazy Kids,Kesha,0
Gotta Go My Own Way,"Zac Efron, Vanessa Hudgens",1
Never Gonna Leave This Bed,Maroon 5,1
Miss Independent,Kelly Clarkson,0
You're Such A,Hailee Steinfeld,1
We Run The Night,"Havana Brown, Pitbull",0
Leave (Get Out) - Radio Edit,JoJo,4
Me Too,Meghan Trainor,0
The Best of Both Worlds,Hannah Montana,1
Made In The USA,Demi Lovato,1
Can't Get You out of My Head,Kylie Minogue,2
She Will Be Loved,Maroon 5,0
California King Bed,Rihanna,1
Hoedown Throwdown,Miley Cyrus,0
Alice - Extended Version,Avril Lavigne,1
Gives You Hell,The All-American Rejects,1
Love Me Harder,"Ariana Grande, The Weeknd",0
Habits (Stay High),Tove Lo,1
C'Mon,Kesha,0
Mr. Know It All,Kelly Clarkson,1
Get Back,Demi Lovato,1
Yeah 3x,Chris Brown,0
Runaway,Maroon 5,0
Let's Get Crazy,Hannah Montana,1
A Thousand Years,Christina Perri,3
Treasure,Bruno Mars,0
Get Outta My Way,Kylie Minogue,0
Break the Rules,Charli XCX,0
Beautiful Girls - Radio Edit,Sean Kingston,0
Wait A Minute,"The Pussycat Dolls, Timbaland",1
Rumour Has It,Adele,1
Falling Down,Selena Gomez & The Scene,1
All of Me,John Legend,3
Ur So Gay,Katy Perry,0
Me & The Rhythm,Selena Gomez,1
Little Bad Girl (feat. Taio Cruz & Ludacris),"David Guetta, Ludacris, Taio Cruz",0
Don't Let Me Down,"The Chainsmokers, Daya",1
Mmm Yeah (feat. Pitbull),"Austin Mahone, Pitbull",0
If I'm Dancing,Britney Spears,1
human,Christina Perri,1
Supergirl,Hannah Montana,1
Make It Shine (Victorious Theme),"Victorious Cast, Victoria Justice",1
Mean,Taylor Swift,1
Watch Me,"Bella Thorne, Zendaya, Cast of Shake It Up: Break It Down",1
Anything Could Happen,Ellie Goulding,1
Dancing On My Own,Robyn,1
Unwritten,Natasha Bedingfield,1
Fabulous,"Sharpay Evans, Ryan",1
Imma Be,Black Eyed Peas,4
Stereo Love - Radio Edit,"Edward Maya, Vika Jigulina",0
I'm Out (feat. Nicki Minaj),"Ciara, Nicki Minaj",4
Don't Forget,Demi Lovato,3
Push The Button,Sugababes,1
Stay The Night - Featuring Hayley Williams Of Paramore,"Zedd, Hayley Williams",1
Sori,Vesala,0
Animals - Original Mix,Martin Garrix,2
Who's Laughing Now,Jessie J,1
Here We Go Again,Demi Lovato,1
Feelings,Maroon 5,0
Break Your Heart Right Back,"Ariana Grande, Childish Gambino",1
Entä sä (feat. Gracias),"Gettomasa, Gracias",1
SLIM MILL - KESÄFLOW,Slim Mill,3
xDlsd (feat. Mahku),"Slim Mill, Mahku",3
Kakkuu Järvellä,"Pasi ja Anssi, Portion Boys",1
Juna,"Spekti, Tasis",0
Hukas,Skandaali,1
Summer Is Crazy,Alexia,1
Ingalsin Laura,Maija Vilkkumaa,0
Turn Up the Music,Chris Brown,1
M.I.L.F. $,Fergie,1
Luonasi,Aste,0
1-800-273-8255,"Logic, Alessia Cara, Khalid",3
Fetish (feat. Gucci Mane),"Selena Gomez, Gucci Mane",1
Maija,Kliff,0
Kauneinta,Kymppilinja,1
HUUMETUKKA,OG Ulla-Maija,1
#Elämänpeli (feat. Touko),"Mr. Elämänpeli, Touko",4
Se oikea,Jenni Vartiainen,1
Kupla,"Ida Paul & Kalle Lindroth, Ida Paul, Kalle Lindroth",1
Tyynysotaa,"Vilma Alina, Nelli Matula, SINI YASEMIN, Ida Paul",1
We Don't Belong,"Dash Berlin, Haneri",1
Rich Love (with Seeb),"OneRepublic, Seeb",0
Mi Gente,"J Balvin, Willy William",0
"Feels (feat. Pharrell Williams, Katy Perry & Big Sean)","Calvin Harris, Pharrell Williams, Katy Perry, Big Sean, Funk Wav",0
In the End,Linkin Park,0
Wild Thoughts (feat. Rihanna & Bryson Tiller),"DJ Khaled, Rihanna, Bryson Tiller",0
Back to You (feat. Bebe Rexha & Digital Farm Animals),"Louis Tomlinson, Bebe Rexha, Digital Farm Animals",0
Instruction (feat. Demi Lovato & Stefflon Don),"Jax Jones, Demi Lovato, Stefflon Don",0
Taivas ei oo rajana,Mikko Harju,1
Thunder,Imagine Dragons,1
Koukkuun,Ilta,0
Kaija,Kasmir,0
Heavy (feat. Kiiara),"Linkin Park, Kiiara",1
What I've Done,Linkin Park,1
Let's Get Ridiculous,Redfoo,0
Cola Song (feat. J Balvin),"INNA, J Balvin",1
Juicy Wiggle,Redfoo,1
Purppura,Kube,0
Duuni,"Kube, Adi L Hasla, Mäkki",4
Vesa Keskinen,"Seksikäs-Suklaa, Dosdela",1
Such A Boy,Astrid S,0
F*cked It Up,"Rony Rex, LCMDF",1
Some Kind Of Drug (feat. Marc E. Bassy),"G-Eazy, Marc E. Bassy",4
Sä Et Oo Mun Veli,Mikael Gabriel,4
How to Love (feat. Sofia Reyes) - Boombox Cartel Remix,"Cash Cash, Sofia Reyes, Boombox Cartel",0
Glorious (feat. Skylar Grey),"Macklemore, Skylar Grey",0
Fabulous,"KOI, Nelli Matula",0
Party's Over,Astrid S,0
Fresh Air,Future,0
YOUTH,Troye Sivan,1
FOOLS,Troye Sivan,1
WILD,"Troye Sivan, Alessia Cara",0
The Fault in Our Stars,Troye Sivan,3
Gorilla (feat. Mahku),"Slim Mill, Mahku",4
Smack That,"Akon, Eminem",0
Leposyke 300,Mouhous,1
Eikö Sua Hävetä,Tuure Boelius,1
EYO (feat. Nelli Matula),"Profeetat, Cheek, Elastinen, Nelli Matula",1
Pane mut sekasin,Aleksanteri Hakaniemi,0
Vaikee Mut Oikee,"Janna, Nikke Ankara",4
Pipefest (feat. Paleface),"Profeetat, Cheek, Elastinen, Paleface",0
Without You (feat. Sandro Cavazza),"Avicii, Sandro Cavazza",1
New Rules,Dua Lipa,0
xDlsd Juna (feat. Jedidi & Mahku),"Slim Mill, Jedidi, Mahku",3
Takaperin (feat. Mahku),"Slim Mill, Mahku",4
Katarina (feat. Mahku),"Slim Mill, Mahku",4
