song,artist,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo
Crank That (Soulja Boy),Soulja Boy,0.736,0.74,0,-2.18,1,0.0786,0.515,0.0,0.0468,0.803,140.141
Applause,Lady Gaga,0.669,0.78,7,-4.287,0,0.053,0.0265,1.63e-06,0.143,0.738,139.945
Wannabe,Spice Girls,0.768,0.864,11,-6.145,1,0.0324,0.101,0.0,0.162,0.891,110.008
Disturbia,Rihanna,0.707,0.813,11,-4.515,0,0.0571,0.0863,0.0,0.168,0.722,124.921
Get Ur Freak On,Missy Elliott,0.797,0.75,0,-9.369,1,0.247,0.533,0.108,0.095,0.74,177.87
Starboy,"The Weeknd, Daft Punk",0.679,0.587,7,-7.015,1,0.276,0.141,6.35e-06,0.137,0.486,186.003
Titanium (feat. Sia),"David Guetta, Sia",0.604,0.788,0,-3.673,0,0.103,0.0678,0.153,0.127,0.301,126.06
Dynamite,Taio Cruz,0.754,0.804,4,-3.177,1,0.0853,0.00332,0.0,0.0329,0.818,119.968
All About That Bass,Meghan Trainor,0.807,0.887,9,-3.726,1,0.0503,0.0573,2.87e-06,0.124,0.961,134.052
The Greatest,"Sia, Kendrick Lamar",0.666,0.723,1,-6.164,1,0.268,0.0109,0.00047,0.0507,0.739,192.024
No Scrubs,TLC,0.743,0.675,8,-4.267,0,0.0953,0.0251,0.000717,0.0685,0.59,92.909
Call on Me - Ryan Riback Remix,"Starley, Ryan Riback",0.67,0.838,0,-4.031,1,0.0362,0.0604,0.000611,0.159,0.717,104.998
Party In The U.S.A.,Miley Cyrus,0.652,0.698,10,-4.667,0,0.042,0.00112,0.000115,0.0886,0.47,96.021
Work from Home,"Fifth Harmony, Ty Dolla $ign",0.803,0.631,8,-4.213,1,0.0444,0.102,7.39e-06,0.0858,0.659,104.999
Shout Out to My Ex,Little Mix,0.774,0.739,0,-4.022,1,0.0952,0.0316,5.95e-06,0.119,0.823,126.002
Say It (feat. Tove Lo),"Flume, Tove Lo",0.598,0.532,3,-6.833,0,0.0295,0.0668,3.22e-06,0.0617,0.261,74.963
"Hold On, We're Going Home","Drake, Majid Jordan",0.773,0.414,6,-7.436,0,0.0961,0.00411,3.4e-05,0.0733,0.289,99.993
Lose Control (feat. Ciara & Fat Man Scoop),"Missy Elliott, Ciara, Fatman Scoop",0.904,0.813,4,-7.105,0,0.121,0.0311,0.00697,0.0471,0.81,125.461
Time of Our Lives,"Pitbull, Ne-Yo",0.72,0.802,1,-5.797,1,0.0582,0.0921,0.0,0.694,0.723,124.043
Lean On,"Major Lazer, MØ, DJ Snake",0.713,0.79,7,-4.602,0,0.0574,0.00339,0.000868,0.485,0.308,98.011
Light It Up (feat. Nyla & Fuse ODG) [Remix],"Major Lazer, Nyla, Fuse ODG",0.747,0.877,9,-3.782,0,0.0664,0.0375,0.000833,0.233,0.752,107.991
Paper Planes,M.I.A.,0.447,0.848,2,-6.175,1,0.222,0.033,7.45e-05,0.722,0.485,172.247
Royals,Lorde,0.674,0.428,7,-9.504,1,0.122,0.121,0.0,0.132,0.337,84.878
Sugar (feat. Francesco Yates),"Robin Schulz, Francesco Yates",0.636,0.815,5,-5.098,0,0.0581,0.0185,0.0,0.163,0.636,123.063
Talking Body,Tove Lo,0.736,0.761,4,-5.449,0,0.0338,0.0966,0.0,0.0823,0.114,119.999
We Found Love (feat. Rihanna),"Calvin Harris, Rihanna",0.738,0.776,1,-4.808,1,0.0392,0.0234,0.0018,0.0775,0.608,127.984
Elastic Heart,Sia,0.421,0.791,9,-4.998,1,0.0496,0.0117,1.48e-05,0.146,0.499,130.075
Hello,"Martin Solveig, Dragonette",0.66,0.969,3,-3.63,1,0.0346,0.011,0.00225,0.116,0.48,127.989
Cake By The Ocean,DNCE,0.774,0.765,4,-5.503,0,0.0517,0.156,0.0,0.0523,0.908,119.018
Get Lost,Icona Pop,0.54,0.884,9,-3.21,1,0.0857,0.00164,1.13e-06,0.0713,0.683,128.031
Get Up (Rattle) - Vocal Edit,"Bingo Players, Far East Movement",0.801,0.985,7,-2.69,1,0.0645,0.0205,6.86e-06,0.296,0.722,127.99
Trap Queen,Fetty Wap,0.746,0.873,7,-3.803,1,0.128,0.0244,0.0,0.354,0.817,148.075
Roll the Bass,Major Lazer,0.573,0.941,1,-3.593,0,0.0483,0.0254,0.000291,0.182,0.624,150.045
Hey Ya! - Radio Mix / Club Mix,OutKast,0.719,0.967,0,-2.435,1,0.0552,0.0588,0.000249,0.206,0.964,79.505
Baby Got Back,Sir Mix-A-Lot,0.937,0.654,8,-11.187,1,0.322,0.00533,1.26e-06,0.0542,0.607,128.462
Sandstorm - Radio Edit,Darude,0.526,0.978,11,-6.798,0,0.0471,0.142,0.987,0.11,0.62,136.079
Tänään Lähtee,Elokuu,0.656,0.631,6,-6.591,0,0.251,0.0607,0.0,0.0875,0.707,190.056
The Next Episode,"Dr. Dre, Snoop Dogg",0.92,0.891,3,-2.398,0,0.253,0.0313,0.0,0.083,0.311,95.295
Golden Light (feat. 6AM),"Madden, 6AM",0.706,0.897,8,-2.539,0,0.0349,0.012,1.01e-06,0.343,0.626,125.002
Bonfire,"Felix Jaehn, ALMA",0.771,0.785,2,-3.915,0,0.0832,0.064,1.27e-05,0.085,0.334,111.065
Riptide - FlicFlac Edit,"Vance Joy, FlicFlac",0.708,0.667,8,-7.934,1,0.0418,0.253,0.000692,0.0878,0.634,115.987
Karma,ALMA,0.873,0.548,11,-6.925,0,0.0514,0.263,0.000394,0.13,0.647,108.961
Raise Your Glass,P!nk,0.7,0.695,7,-4.973,1,0.0897,0.00629,0.0,0.0319,0.633,122.028
Try,P!nk,0.673,0.629,2,-7.072,1,0.0299,0.00141,0.0,0.0944,0.551,103.998
Blow Me (One Last Kiss),P!nk,0.597,0.919,7,-2.954,1,0.044,0.000145,0.0,0.282,0.73,113.987
Sk8er Boi,Avril Lavigne,0.487,0.9,0,-4.417,1,0.0482,6.79e-05,0.0,0.358,0.484,149.937
When You're Gone,Avril Lavigne,0.458,0.719,4,-3.921,0,0.0323,0.189,0.0,0.228,0.168,142.032
Here's to Never Growing Up,Avril Lavigne,0.487,0.876,0,-3.152,1,0.0946,0.011,0.0,0.401,0.725,164.997
What the Hell,Avril Lavigne,0.571,0.932,6,-3.68,0,0.0576,0.00448,0.00939,0.117,0.864,150.014
Smile,Avril Lavigne,0.627,0.846,1,-3.834,0,0.0457,0.0019,3.97e-06,0.0758,0.686,105.061
The Best Damn Thing,Avril Lavigne,0.555,0.943,2,-2.492,1,0.0891,0.00187,4.23e-05,0.151,0.882,165.026
Adore You,Miley Cyrus,0.583,0.655,0,-5.407,1,0.0315,0.111,3.57e-06,0.113,0.201,119.759
The Climb,Miley Cyrus,0.336,0.602,4,-6.354,1,0.0325,0.0635,0.0,0.141,0.299,161.01
Who Owns My Heart,Miley Cyrus,0.571,0.805,9,-4.985,0,0.129,0.0106,0.0,0.0864,0.356,135.908
Can't Be Tamed,Miley Cyrus,0.63,0.91,11,-2.919,0,0.144,0.0287,0.0,0.196,0.743,116.98
When I Look At You,Miley Cyrus,0.426,0.562,6,-5.499,1,0.0289,0.128,0.0,0.113,0.276,139.058
7 Things,Miley Cyrus,0.601,0.899,1,-4.984,0,0.0332,0.0277,0.0,0.0644,0.509,107.01
Body Say,Demi Lovato,0.63,0.735,5,-4.787,0,0.037,0.00516,1.96e-06,0.261,0.217,86.993
Confident,Demi Lovato,0.607,0.747,3,-6.241,1,0.0667,0.00155,0.000342,0.136,0.336,130.061
Cool for the Summer,Demi Lovato,0.587,0.62,5,-5.612,0,0.0366,0.00504,0.000181,0.0762,0.286,114.08
Heart Attack,Demi Lovato,0.503,0.785,8,-4.756,1,0.0971,0.0817,0.0,0.25,0.508,173.962
Love You Like A Love Song,Selena Gomez & The Scene,0.858,0.677,1,-3.842,0,0.0465,0.0752,0.0,0.0718,0.925,117.005
Who Says,Selena Gomez & The Scene,0.682,0.927,4,-2.891,1,0.0483,0.0836,0.0,0.152,0.748,101.016
Naturally,Selena Gomez & The Scene,0.606,0.902,10,-5.41,0,0.0514,0.0188,0.0,0.0534,0.876,132.615
My Dilemma 2.0,Selena Gomez & The Scene,0.561,0.912,6,-3.179,0,0.138,0.0218,0.0,0.132,0.546,136.035
Bang Bang Bang,Selena Gomez & The Scene,0.776,0.782,0,-2.942,1,0.0368,0.275,0.0,0.0941,0.85,113.997
We Own The Night - Featuring Pixie Lott,"Selena Gomez & The Scene, Pixie Lott",0.72,0.731,5,-4.396,1,0.0383,0.00238,1.76e-05,0.0725,0.433,108.04
Hit The Lights,Selena Gomez & The Scene,0.571,0.888,7,-3.947,1,0.0585,0.113,0.0,0.303,0.554,129.956
My Dilemma,Selena Gomez & The Scene,0.621,0.861,6,-3.692,0,0.0663,0.081,0.0,0.15,0.65,136.078
Dices (Who Says - Spanish Version),Selena Gomez & The Scene,0.66,0.927,4,-3.51,1,0.0522,0.103,0.0,0.192,0.78,101.035
Tell Me Something I Don't Know,Selena Gomez & The Scene,0.709,0.934,7,-3.339,0,0.194,0.137,0.0,0.0593,0.913,145.057
Round & Round,Selena Gomez & The Scene,0.543,0.685,10,-4.081,1,0.0672,0.00255,0.0,0.558,0.486,127.996
Hands To Myself,Selena Gomez,0.811,0.499,5,-7.161,0,0.118,0.0147,2.44e-06,0.342,0.466,111.016
The Heart Wants What It Wants,Selena Gomez,0.619,0.786,7,-4.938,0,0.0397,0.049,0.0,0.142,0.628,83.048
Lintu,Diandra,0.47,0.419,0,-5.835,0,0.0265,0.602,0.000341,0.0895,0.143,92.102
Price Tag,"Jessie J, B.o.B",0.636,0.831,5,-3.945,1,0.182,0.0294,3.85e-06,0.272,0.668,175.015
"Flashlight - From ""Pitch Perfect 2"" Soundtrack",Jessie J,0.458,0.623,5,-7.109,1,0.0505,0.322,5.08e-06,0.11,0.417,147.635
Strong Ones (feat. Cimo Fränkel),"Armin van Buuren, Cimo Fränkel",0.576,0.848,11,-5.347,1,0.0602,0.0118,0.0,0.24,0.704,127.945
The Right Song,"Tiësto, Oliver Heldens, Natalie La Rose",0.546,0.894,8,-3.56,1,0.0898,0.459,0.000106,0.322,0.387,125.031
The Only Way Is Up,"Martin Garrix, Tiësto",0.613,0.739,1,-7.779,0,0.031,0.00322,0.856,0.0842,0.15,128.18
Wasted,"Tiësto, Matthew Koma",0.638,0.816,2,-5.503,1,0.0308,0.00149,0.00115,0.195,0.386,112.014
Run Wild - Original Mix,"Hardwell, Jake Reese",0.486,0.906,4,-4.634,0,0.055,0.000767,0.000544,0.253,0.118,130.095
Young Again (feat. Chris Jones),"Hardwell, Chris Jones",0.572,0.786,7,-4.497,1,0.0334,0.0271,0.0,0.713,0.224,129.002
Everybody Is in the Place - Radio Edit,Hardwell,0.609,0.989,2,-3.51,1,0.0867,0.000434,0.219,0.0715,0.0358,130.046
Dare You (feat. Matthew Koma) - Radio Edit,"Hardwell, Matthew Koma",0.457,0.89,9,-4.304,1,0.0461,0.0165,0.0,0.0963,0.19,127.877
Apollo (feat. Amba Shepherd) - Radio Edit,"Hardwell, Amba Shepherd",0.558,0.734,6,-6.133,0,0.0677,0.0159,0.0162,0.615,0.273,128.046
Dream Bigger - Radio Edit,Axwell /\ Ingrosso,0.64,0.909,2,-3.002,1,0.145,0.00687,4.33e-05,0.281,0.704,124.967
On My Way,"Axwell /\ Ingrosso, Axwell, Sebastian Ingrosso",0.642,0.828,0,-4.031,1,0.0429,0.0679,6.8e-05,0.118,0.332,127.99
Barricade - Radio Edit,Axwell,0.736,0.966,7,-3.567,1,0.0954,0.000642,0.0564,0.0921,0.0751,128.033
Louder - Radio Edit,"Dimitri Vegas & Like Mike, VINAI",0.567,0.992,1,-2.688,1,0.272,0.000465,0.00646,0.217,0.0999,128.023
Louder - Extended Mix,"Dimitri Vegas & Like Mike, VINAI",0.624,0.994,8,-2.833,1,0.176,0.000176,0.266,0.0847,0.156,128.001
Project T - Martin Garrix Edit,"Dimitri Vegas & Like Mike, Sander van Doorn",0.525,0.825,9,-7.131,0,0.0372,0.0193,0.809,0.0962,0.196,127.963
Proxy,Martin Garrix,0.667,0.695,7,-5.722,0,0.0334,0.00856,0.865,0.197,0.292,128.052
How You Remind Me,Nickelback,0.446,0.764,10,-5.042,1,0.033,0.00135,0.0,0.099,0.543,172.094
Lullaby,Nickelback,0.508,0.832,11,-4.395,1,0.032,0.000372,0.0,0.0859,0.404,136.004
Bring Me To Life,Evanescence,0.322,0.947,4,-3.173,0,0.12,0.00846,3.95e-06,0.238,0.269,189.994
Skinny Love,Birdy,0.379,0.29,4,-8.485,1,0.051,0.952,0.00106,0.118,0.169,166.467
Breathe Me,Sia,0.544,0.63,0,-7.523,1,0.0335,0.034,0.573,0.0961,0.202,120.064
If I Die Young,The Band Perry,0.597,0.497,4,-6.373,1,0.0274,0.36,0.0,0.355,0.338,130.718
My Immortal,Evanescence,0.251,0.333,9,-7.828,1,0.0336,0.748,1.22e-05,0.0847,0.0691,97.195
Lost It All,Black Veil Brides,0.254,0.563,10,-7.495,0,0.0392,0.0895,0.00221,0.195,0.0979,111.685
Chasing Cars,Snow Patrol,0.556,0.595,9,-4.51,1,0.0275,0.214,8.33e-05,0.125,0.144,104.001
Monster (DotEXE Remix),Meg & Dia,0.645,0.741,6,-5.42,0,0.0489,0.288,4.04e-05,0.115,0.414,139.914
AnyTime,Don Diablo,0.676,0.964,5,-2.078,0,0.133,0.0265,9.72e-05,0.379,0.49,125.951
Gravity - Radio Edit,"Andero & Nectum, Ian Everson",0.501,0.655,7,-6.158,1,0.0807,0.0476,0.0,0.411,0.325,127.844
Warrior - Radio Edit,"Juliette Claire, Yetmir",0.553,0.762,11,-3.687,1,0.0381,0.39,1.36e-06,0.204,0.207,125.968
Karjala takaisin (feat. Freeman),"JVG, Freeman",0.661,0.888,6,-5.09,0,0.104,0.119,0.0,0.0996,0.873,160.034
Coco Jamboo - Radio Version,Mr. President,0.832,0.838,1,-5.414,0,0.0421,0.0791,0.0,0.152,0.965,100.019
Nää yöt ei anna armoo (feat. Cheek),"Kaija Koo, Cheek",0.469,0.885,11,-4.873,0,0.11,0.00107,0.0,0.367,0.33,154.765
Tuesday (feat. Danelle Sandoval),"Burak Yeter, Danelle Sandoval",0.841,0.639,9,-6.052,0,0.0688,0.0156,0.0654,0.0545,0.675,99.002
Beautiful,"Akon, Colby O'Donis, Kardinal Offishall",0.742,0.948,0,-4.445,0,0.0894,0.123,0.0,0.112,0.615,130.022
Ei Filtterii,Evelina,0.581,0.765,1,-2.912,0,0.118,0.134,0.0,0.103,0.517,92.027
Blue (Da Ba Dee) - Sound of Legend Edit,Sound Of Legend,0.576,0.98,7,-1.767,0,0.067,0.107,0.000618,0.175,0.233,128.014
Sex (With My Ex) - Radio Edit,Mon DJ,0.976,0.92,10,-3.646,0,0.226,0.0152,0.0,0.331,0.913,128.037
Captain Jack - Short Mix,Captain Jack,0.667,0.999,1,-4.375,0,0.0828,0.0726,4.15e-05,0.238,0.566,149.875
Ikuinen Virta,Indica,0.516,0.714,11,-7.124,1,0.0379,0.000457,0.0226,0.397,0.719,156.041
Panisin,Duo,0.742,0.584,8,-7.482,1,0.0484,0.00156,6.74e-05,0.584,0.364,129.989
Lämpöö,"Brädi, Redrama",0.754,0.846,3,-4.388,1,0.169,0.114,0.0,0.0689,0.712,95.002
Party (Papiidipaadi) (feat. Nikke Ankara),"Antti Tuisku, Nikke Ankara",0.725,0.784,5,-4.674,0,0.123,0.0143,5.97e-06,0.297,0.69,139.986
Peto on irti,Antti Tuisku,0.679,0.866,0,-3.86,0,0.0889,0.0984,0.0,0.139,0.75,127.966
Sata salamaa (Vain elämää kausi 4),Antti Tuisku,0.771,0.831,4,-5.642,1,0.0709,0.0356,3.55e-05,0.163,0.585,127.87
Ryyppy,STIG,0.566,0.916,6,-8.076,0,0.0402,0.00724,0.659,0.25,0.869,120.19
Huomisen Huolia,"Spekti, Tasis",0.777,0.764,0,-4.307,0,0.138,0.185,0.0,0.146,0.913,110.013
Levikset repee (feat. VilleGalle),"Sini Sabotage, VilleGalle",0.827,0.801,5,-5.106,1,0.0686,0.0713,0.0,0.0873,0.655,127.992
The Fox (What Does the Fox Say?),Ylvis,0.703,0.867,6,-4.292,1,0.0453,0.107,0.0,0.119,0.546,128.008
Dance (A$$) Remix,"Big Sean, Nicki Minaj",0.821,0.721,11,-6.807,0,0.292,0.0263,0.000661,0.215,0.698,79.949
Big Bang (2015 Life In Color Anthem) - Radio Edit,"Borgeous, SOLANO",0.637,0.906,5,-5.379,0,0.0426,0.000404,0.766,0.135,0.351,128.002
Whatever You Like,T.I.,0.68,0.687,9,-6.162,0,0.0709,0.0161,0.0,0.261,0.467,150.053
"All I Do Is Win - Feat. T-Pain, Ludacris, Snoop Dogg & Rick Ross",DJ Khaled,0.55,0.779,0,-3.841,1,0.211,0.0135,0.0,0.333,0.315,150.069
Burn,"KSHMR, DallasK",0.757,0.885,7,-5.109,0,0.146,0.000921,0.919,0.0484,0.258,128.009
Live Your Life - feat. Rihanna,"T.I., Rihanna",0.375,0.862,11,-3.363,0,0.255,0.071,0.0,0.211,0.478,159.841
Big Bang - Bass Modulators Radio Edit,"twoloud, Bass Modulators",0.587,0.976,5,-4.05,0,0.0553,0.0109,0.944,0.127,0.211,149.956
"F**kin' Problems (feat. Drake, 2 Chainz & Kendrick Lamar)","A$AP Rocky, Drake, 2 Chainz, Kendrick Lamar",0.854,0.703,1,-7.127,1,0.285,0.0173,2.4e-06,0.109,0.681,95.957
Hookah,Qulinez,0.551,0.928,4,-4.076,0,0.0749,0.0135,0.405,0.383,0.115,127.969
The Moment (Novell),Nicky Romero,0.528,0.563,3,-6.077,0,0.0318,0.0625,0.0,0.305,0.197,125.99
Ms. New Booty,"Bubba Sparxxx, Ying Yang Twins, Mr. Collipark",0.64,0.62,1,-5.931,1,0.416,0.016,0.0,0.0831,0.609,129.37
All We Know,"The Chainsmokers, Phoebe Ryan",0.662,0.586,0,-8.821,1,0.0307,0.097,0.00272,0.115,0.296,90.0
Monopoly,"Mokita, CADE",0.5,0.612,5,-7.099,1,0.0348,0.123,2.12e-05,0.195,0.428,94.974
Kiinni Jäit,"Jontte Valosaari, Mikael Gabriel",0.694,0.939,11,-2.225,0,0.0601,0.142,0.0,0.369,0.848,132.991
Tg 2016,"The Moose, ODEE",0.769,0.746,9,-6.421,0,0.0949,0.035,0.0148,0.176,0.141,128.047
Kuningatar,Kauniit & Uhkarohkeat,0.361,0.698,11,-4.295,0,0.0597,0.0201,0.0,0.253,0.526,128.227
Pokka,Irina,0.496,0.859,9,-5.013,0,0.033,0.00103,4.14e-05,0.188,0.571,145.996
Oothan tässä vielä huomenna,Johanna Kurkela,0.393,0.407,0,-10.208,1,0.045,0.398,0.0,0.163,0.171,167.386
Bandida,"VG+, Seksikäs-Suklaa",0.857,0.827,11,-5.781,0,0.0797,0.0732,0.0,0.0964,0.777,97.975
Boombidibyebye,"Keko Salata, Ivone Cerdan",0.777,0.833,1,-5.623,1,0.142,0.222,0.0,0.0694,0.43,97.967
Justin (feat. Daniel Okas),"Tuuli, Daniel Okas",0.834,0.743,0,-2.805,1,0.0889,0.117,0.0,0.0796,0.692,128.039
Paparazzi,Lady Gaga,0.762,0.692,5,-3.973,0,0.0438,0.113,0.0,0.094,0.397,114.906
And We Danced (feat. Ziggy Stardust),Macklemore,0.758,0.676,5,-6.598,1,0.0792,0.458,0.0,0.0954,0.712,124.998
The One That Got Away,"Katy Perry, B.o.B",0.722,0.862,4,-3.27,1,0.0415,0.0118,0.0,0.081,0.634,133.988
I Think I'm In Love,Kat Dahlia,0.632,0.638,7,-6.731,1,0.0505,0.137,0.0,0.125,0.574,121.868
Grenade - Acoustic,Bruno Mars,0.643,0.394,2,-6.305,0,0.0305,0.818,0.0,0.0888,0.364,97.911
Paljon onnea vaan,Tuuli,0.755,0.85,2,-6.093,0,0.0805,0.278,0.0,0.0564,0.713,94.017
Poikii On,Ella Lymi,0.66,0.625,0,-7.449,1,0.0317,0.632,0.000477,0.112,0.443,129.665
Elän sut uudestaan,PistePiste,0.629,0.723,7,-8.401,1,0.028,0.0708,0.0,0.247,0.577,109.953
Somebody That I Used To Know,"Gotye, Kimbra",0.865,0.521,0,-6.932,1,0.0371,0.548,0.000115,0.0989,0.748,129.059
SUSHI,"Evelina, JVG",0.58,0.863,2,-3.716,1,0.0659,0.0725,0.0,0.123,0.393,79.927
Mitä mä teen (feat. JVG),"Pete Parkkonen, JVG",0.663,0.656,1,-4.765,1,0.0322,0.326,2.06e-06,0.418,0.597,99.959
Muistikuvien Vanki,"Mäkki, Keko Salata",0.799,0.832,1,-4.434,1,0.164,0.279,0.0,0.0969,0.663,99.991
Pisamat,Nikke Ankara,0.7,0.871,1,-4.09,1,0.129,0.0605,0.0,0.308,0.632,93.949
Broccoli (feat. Lil Yachty),"Shelley FKA DRAM, Lil Yachty",0.886,0.525,8,-7.39,1,0.131,0.236,0.0,0.057,0.708,145.99
Don't Cha,"The Pussycat Dolls, Busta Rhymes",0.875,0.631,1,-3.475,1,0.099,0.00542,2.54e-06,0.127,0.549,120.002
Right Now (Na Na Na),Akon,0.832,0.87,8,-4.2,0,0.166,0.269,0.0,0.415,0.577,137.998
Sexy Bitch (feat. Akon),"David Guetta, Akon",0.813,0.627,11,-5.018,0,0.0486,0.076,0.000616,0.131,0.801,130.011
Black and Yellow,Wiz Khalifa,0.684,0.834,2,-4.524,0,0.0675,0.0646,0.0,0.271,0.538,164.02
Holiday (feat. Akon) - DJ Antoine vs Mad Mark 2k15 Club Mix,"DJ Antoine, Akon",0.734,0.892,1,-4.466,1,0.0423,0.0125,0.00392,0.0409,0.392,125.994
Break Free,"Ariana Grande, Zedd",0.687,0.698,7,-5.29,0,0.0468,0.0057,8.75e-05,0.253,0.316,129.954
Bitches N Marijuana (feat. ScHoolboy Q),"Chris Brown, Tyga, ScHoolboy Q",0.559,0.535,3,-8.136,0,0.274,0.337,0.0,0.105,0.62,96.989
Join Me - Razorblade Mix,HIM,0.625,0.696,8,-6.908,0,0.0325,0.0276,1.53e-05,0.127,0.606,113.809
Girl On Fire,Alicia Keys,0.482,0.706,9,-5.762,1,0.0609,0.135,0.00106,0.105,0.144,92.494
Move Your Body,Eiffel 65,0.745,0.958,7,-9.664,1,0.0287,0.0814,0.32,0.533,0.96,129.962
Bad Boy - Radio Edit,Cascada,0.666,0.978,11,-5.118,0,0.0925,0.0149,0.0444,0.222,0.63,139.991
Freestyler,Bomfunk MC's,0.822,0.922,11,-5.798,0,0.0989,0.0291,0.325,0.252,0.568,163.826
Boulevard of Broken Dreams,Green Day,0.49,0.679,8,-3.68,1,0.0309,0.00394,1.54e-05,0.0383,0.506,167.046
Secrets,OneRepublic,0.516,0.762,2,-6.224,1,0.0361,0.0734,0.0,0.116,0.382,148.018
Girl Gone Wild,Madonna,0.697,0.598,8,-5.883,0,0.0708,0.0331,5.98e-06,0.318,0.606,131.967
Give Me All Your Luvin',"Madonna, Nicki Minaj, M.I.A.",0.68,0.885,11,-4.345,1,0.0382,0.00563,0.000756,0.379,0.877,144.998
La La La,LMFAO,0.606,0.819,0,-6.554,0,0.128,0.00645,1.15e-06,0.279,0.587,128.028
Beez In The Trap,"Nicki Minaj, 2 Chainz",0.814,0.782,9,-6.005,1,0.218,0.0227,0.00167,0.0956,0.683,150.011
Dressin' Up,Katy Perry,0.715,0.783,7,-6.146,1,0.0785,0.0201,0.000684,0.104,0.459,141.558
LaserLight,"Jessie J, David Guetta",0.796,0.784,11,-3.713,1,0.061,0.147,5.27e-06,0.105,0.818,127.507
Rakkaudesta laulu,Maisa,0.551,0.67,9,-8.646,1,0.0288,0.131,0.0,0.145,0.385,121.996
Radioactive,Rita Ora,0.647,0.874,10,-2.057,0,0.0462,0.0187,0.000173,0.27,0.543,125.026
Finally Found You,"Enrique Iglesias, Sammy Adams",0.622,0.884,4,-4.812,1,0.0895,0.0113,0.0,0.349,0.627,127.95
Miracle,Hurts,0.395,0.826,2,-2.985,0,0.0348,0.0282,6.39e-06,0.328,0.405,85.004
B-e-a-utiful,Megan Nicole,0.358,0.688,0,-4.673,1,0.128,0.184,0.0,0.259,0.714,77.479
"Driving Around (feat. Pitbull, David Rush & Vein)","Mr. 305, Pitbull, David Rush, Vein",0.742,0.928,9,-3.613,1,0.052,0.0432,0.0,0.318,0.724,130.003
Ode to the Bouncer,Studio Killers,0.644,0.975,11,-3.379,1,0.0512,0.0417,0.000316,0.0869,0.868,122.99
Jenny,Studio Killers,0.668,0.799,11,-5.701,1,0.0333,0.00305,0.0148,0.277,0.563,133.929
Live It Up,"Jennifer Lopez, Pitbull",0.694,0.723,6,-5.107,1,0.187,0.0156,0.0,0.333,0.653,127.988
Wild,"Jessie J, Big Sean",0.78,0.879,11,-5.472,0,0.16,0.00228,8.5e-05,0.17,0.594,129.008
Popular Song,"MIKA, Ariana Grande",0.666,0.81,8,-4.574,1,0.0458,0.152,0.0,0.0613,0.811,99.023
How Ya Doin'? (feat. Missy Elliott),"Little Mix, Missy Elliott",0.359,0.95,10,-3.49,0,0.476,0.09,0.0,0.371,0.51,200.617
High School,"Nicki Minaj, Lil Wayne",0.531,0.683,1,-4.093,0,0.333,0.135,0.00265,0.22,0.212,84.817
Dancing With Tears In My Eyes,Kesha,0.619,0.924,7,-3.208,1,0.0978,0.0103,2.75e-05,0.296,0.642,120.021
Sunshine,Matisyahu,0.691,0.791,0,-3.747,1,0.0613,0.00654,0.0,0.0729,0.793,100.044
DJ Got Us Fallin' In Love (feat. Pitbull),"Usher, Pitbull",0.63,0.819,7,-5.629,0,0.131,0.029,0.0,0.084,0.665,119.954
American Girl,Bonnie McKee,0.66,0.816,0,-4.332,0,0.0344,0.00976,1.87e-05,0.59,0.66,127.97
Saturnus,"Brädi, Illi",0.741,0.79,10,-4.415,1,0.107,0.0835,0.0,0.235,0.412,120.071
Eat Sleep Rave Repeat (feat. Beardyman) - Dimitri Vegas & Like Mike vs. Ummet Ozcan Tomorrowland Radio Edit,"Fatboy Slim, Riva Starr, Beardyman",0.449,0.898,7,-4.126,1,0.0835,0.0629,0.204,0.146,0.181,129.984
Castle on the Hill,Ed Sheeran,0.461,0.834,2,-4.868,1,0.0989,0.0232,1.14e-05,0.14,0.471,135.007
Loistat Pimeäs,Mikael Gabriel,0.559,0.767,9,-5.89,0,0.0395,0.00902,0.0,0.232,0.609,135.081
Shape of You,Ed Sheeran,0.825,0.652,1,-3.183,0,0.0802,0.581,0.0,0.0931,0.931,95.977
Steady 1234 (feat. Jasmine Thompson & Skizzy Mars),"Vice, Skizzy Mars, Jasmine Thompson",0.779,0.671,9,-5.829,1,0.0814,0.153,1.12e-05,0.115,0.718,104.953
Believer,"Major Lazer, Showtek",0.596,0.905,8,-3.438,0,0.0515,0.0743,0.00168,0.129,0.692,144.981
Mixet Tahdo,"Mäkki, Pyhimys",0.849,0.699,1,-6.385,1,0.075,0.232,0.0,0.0498,0.511,104.99
Hear Me Now,"Alok, Bruno Martini, Zeeba",0.788,0.43,11,-7.757,1,0.0419,0.537,0.00261,0.0936,0.461,121.996
Paris,The Chainsmokers,0.646,0.644,2,-6.763,1,0.031,0.0243,0.0,0.0888,0.251,99.999
Vidorra,Tungevaag,0.619,0.765,9,-7.424,0,0.0306,0.0324,0.000254,0.248,0.754,127.998
Springfield,"Tungevaag, ItaloBrothers",0.754,0.838,6,-2.98,0,0.0647,0.00634,0.0,0.0644,0.118,127.983
Habits (Stay High) - Oliver Nelson Remix,"Tove Lo, Oliver Nelson",0.78,0.785,0,-4.3,0,0.0746,0.0346,0.0127,0.157,0.49,116.007
Your Love Is My Drug,Kesha,0.829,0.627,1,-3.928,1,0.0759,0.00663,0.0,0.0939,0.72,120.048
